"","Transect","Plot","Tree","Core","Species","Age","Status","Decay","DBH"
"699",5,1,9,"","ABBI",NA,1,"-",NA
"700",5,1,10,"","ABBI",NA,1,"-",NA
"701",5,1,11,"","PIEN",NA,1,"-",NA
"702",5,1,12,"","ABBI",NA,1,"-",NA
"703",5,1,13,"","ABBI",NA,1,"-",9.2
"704",5,1,14,"","ABBI",NA,1,"-",6.7
"705",5,1,15,"","ABBI",NA,1,"-",5.6
"706",5,1,16,"","ABBI",NA,1,"-",6.5
"707",5,1,17,"","ABBI",NA,1,"-",13
"708",5,1,18,"","ABBI",NA,1,"-",11.2
"709",5,1,19,"","ABBI",NA,1,"-",7.9
"710",5,1,20,"","ABBI",NA,1,"-",10.3
"711",5,1,21,"","ABBI",NA,1,"-",10.5
"712",5,1,22,"","ABBI",NA,1,"-",15.2
"713",5,1,23,"","ABBI",NA,1,"-",10.5
"714",5,1,24,"","ABBI",NA,1,"-",17
"715",5,1,26,"","ABBI",NA,1,"2",7.1
"716",5,1,28,"","ABBI",NA,1,"-",7.8
"717",5,2,1,"","ABBI",NA,1,"-",13.1
"718",5,2,2,"","ABBI",NA,1,"-",5.7
"719",5,2,3,"","ABBI",NA,1,"-",7.3
"720",5,2,4,"","ABBI",NA,1,"-",8.9
"721",5,2,5,"","ABBI",NA,1,"-",8.5
"722",5,2,6,"","ABBI",NA,1,"-",9
"723",5,2,7,"","ABBI",NA,1,"-",9.9
"724",5,2,8,"","ABBI",NA,1,"-",10.9
"725",5,2,10,"","ABBI",NA,1,"-",10.5
"726",5,2,11,"","ABBI",NA,1,"-",12
"727",5,2,12,"","ABBI",NA,1,"-",12.3
"728",5,2,13,"","ABBI",NA,1,"-",8.8
"729",5,2,15,"","ABBI",NA,1,"-",9.2
"730",5,2,16,"","ABBI",NA,1,"-",8
"731",5,2,17,"","ABBI",NA,1,"-",6.8
"732",5,2,18,"","ABBI",NA,1,"-",11.2
"733",5,2,19,"","ABBI",NA,1,"-",5.8
"734",5,2,20,"","ABBI",NA,1,"-",7.5
"735",5,2,21,"","ABBI",NA,1,"-",6.9
"736",5,2,22,"","ABBI",NA,1,"-",6.2
"737",5,2,24,"","ABBI",NA,1,"-",7.4
"738",5,2,25,"","ABBI",NA,1,"-",5.6
"739",5,2,26,"","ABBI",NA,1,"-",6.2
"740",5,2,27,"","ABBI",NA,1,"-",8.4
"741",5,2,28,"","ABBI",NA,1,"-",6.1
"742",5,2,30,"","ABBI",NA,1,"-",6.6
"743",5,2,31,"","ABBI",NA,1,"-",7.3
"744",5,2,32,"","ABBI",NA,1,"-",7.2
"745",5,2,33,"","ABBI",NA,1,"-",6.9
"746",5,2,34,"","ABBI",NA,1,"-",15.6
"747",5,2,35,"","ABBI",NA,1,"-",7.7
"748",5,2,36,"","ABBI",NA,1,"-",8.7
"749",5,2,37,"","ABBI",NA,1,"-",6.9
"750",5,2,38,"","ABBI",NA,1,"-",7.3
"751",5,2,39,"","ABBI",NA,1,"-",8.4
"752",5,2,40,"","ABBI",NA,1,"-",8.6
"753",5,2,41,"","ABBI",NA,1,"-",8.5
"754",5,2,42,"","ABBI",NA,1,"-",8.5
"755",5,2,43,"","ABBI",NA,1,"-",7.6
"756",5,2,44,"","ABBI",NA,1,"-",6.3
"757",5,2,45,"","ABBI",NA,1,"-",6.6
"758",5,2,46,"","ABBI",NA,1,"-",6.7
"759",5,2,47,"","ABBI",NA,1,"-",8.5
"760",5,2,48,"","ABBI",NA,1,"-",7.3
"761",5,2,49,"","ABBI",NA,1,"-",6.1
"762",5,2,50,"","ABBI",NA,1,"-",6.8
"763",5,2,51,"","ABBI",NA,1,"-",7.3
"764",5,2,52,"","ABBI",NA,1,"-",5.9
"765",5,2,53,"","ABBI",NA,1,"-",9.1
"766",5,2,54,"","ABBI",NA,1,"-",6
"767",5,2,55,"","ABBI",NA,1,"-",8.5
"768",5,2,56,"","ABBI",NA,1,"-",7.2
"769",5,2,57,"","ABBI",NA,1,"-",9.1
"770",5,2,58,"","ABBI",NA,1,"-",9
"771",5,3,1,"","ABBI",NA,1,"-",6.1
"772",5,3,2,"","ABBI",NA,1,"-",9.8
"773",5,3,3,"","ABBI",NA,1,"-",11.8
"774",5,3,4,"","ABBI",NA,1,"-",7.3
"775",5,3,5,"","ABBI",NA,1,"-",7.5
"776",5,3,6,"","PIEN",NA,1,"-",9.7
"777",5,3,7,"","PIEN",NA,1,"-",9.7
"778",5,3,8,"","PIEN",NA,1,"-",7.4
"779",5,3,9,"","PIEN",NA,1,"-",10.2
"780",5,3,10,"","PIEN",NA,1,"-",10.2
"781",5,3,11,"","PIEN",NA,1,"-",12.3
"782",5,3,12,"","PIEN",NA,1,"-",8.9
"783",5,3,13,"","PIEN",NA,1,"-",8.2
"784",5,3,14,"","PIEN",NA,1,"-",9.3
"785",5,3,15,"","ABBI",NA,1,"-",6.5
"786",5,3,16,"","PIEN",NA,1,"-",6.1
"787",5,3,17,"","PIEN",NA,1,"-",5.8
"788",5,3,18,"","PIEN",NA,1,"-",8.4
"789",5,3,19,"","PIEN",NA,1,"-",12.1
"790",5,3,20,"","PIEN",NA,1,"-",6
"791",5,4,1,"","ABBI",NA,1,"-",10.1
"792",5,4,2,"","ABBI",NA,1,"-",9
"793",5,4,3,"","ABBI",NA,1,"-",6.2
"794",5,4,4,"","ABBI",NA,1,"-",7
"795",5,4,5,"","ABBI",NA,1,"-",7
"796",5,4,6,"","ABBI",NA,1,"-",5.8
"797",5,4,7,"","PIEN",NA,1,"-",15
"798",5,4,8,"","PIEN",NA,1,"-",12.5
"799",5,4,9,"","PIEN",NA,1,"-",6.4
"800",5,4,10,"","PIEN",NA,1,"-",10
"801",5,4,11,"","PIEN",NA,1,"-",6
"802",5,4,12,"","PIEN",NA,1,"-",22.5
"803",5,4,13,"","PIEN",NA,1,"-",10
"804",5,5,1,"","PIEN",NA,1,"-",5.9
"805",5,5,2,"","PIEN",NA,1,"-",7.3
"806",5,5,3,"","PIEN",NA,1,"-",6.5
"807",5,5,4,"","PIEN",NA,1,"-",20.7
"808",5,5,5,"","ABBI",NA,1,"-",10.9
"809",5,5,6,"","PIEN",NA,1,"-",5.6
"810",5,5,7,"","PIEN",NA,1,"-",12.3
"811",5,5,8,"","PIEN",NA,1,"-",10.8
"812",5,5,9,"","PIEN",NA,1,"-",20.1
"813",5,5,10,"","PIEN",NA,1,"-",8.4
"814",5,5,11,"","PIEN",NA,1,"-",25.4
"815",5,5,12,"","PIEN",NA,1,"-",5.9
"816",5,6,1,"","PIEN",NA,1,"-",6.3
"817",5,6,2,"","PIEN",NA,1,"-",6.7
"818",5,6,4,"","PIEN",NA,1,"-",11.5
"819",5,6,5,"","PIEN",NA,1,"-",30.2
"820",5,6,6,"","PIEN",NA,1,"-",15.8
"821",5,6,7,"","PIEN",NA,1,"-",16.4
"822",5,6,8,"","PIEN",NA,1,"-",12.8
"823",5,6,9,"","PIEN",NA,1,"-",17.7
"824",5,6,10,"","PIEN",NA,1,"-",19
"825",5,6,12,"","PIEN",NA,1,"-",9.9
"826",5,6,13,"","PIEN",NA,1,"-",15.8
"827",5,6,14,"","PIEN",NA,1,"-",13
"828",5,6,15,"","PIEN",NA,1,"-",8.3
"829",5,6,16,"","PIEN",NA,1,"-",6.4
"830",5,6,17,"","PIEN",NA,1,"-",22.4
"831",5,6,19,"","PIEN",NA,1,"-",25.2
"832",5,6,20,"","PIEN",NA,1,"-",21.2
"833",5,6,21,"","PIEN",NA,1,"-",11.8
"834",5,6,22,"","PIEN",NA,1,"-",15.3
"835",5,6,23,"","PIEN",NA,1,"-",16.9
"836",5,6,25,"","PIEN",NA,1,"-",20.2
"837",5,6,26,"","PIEN",NA,1,"-",23.2
"838",5,7,1,"","PIEN",NA,1,"-",19.6
"839",5,7,2,"","PIEN",NA,1,"-",13.4
"840",5,7,3,"","PIEN",NA,1,"-",26.3
"841",5,7,4,"","PIEN",NA,1,"-",24.4
"842",5,7,5,"","PIEN",NA,1,"-",14.3
"843",5,7,7,"","PIEN",NA,1,"-",13.1
"844",5,7,8,"","PIEN",NA,1,"-",14.7
"845",5,7,9,"","PIEN",NA,1,"-",17.3
"846",5,7,10,"","PIEN",NA,1,"-",11.7
"847",5,7,11,"","PIEN",NA,1,"-",6.6
"848",5,7,12,"","PIEN",NA,1,"-",9.6
"849",5,7,13,"","PIEN",NA,1,"-",12.3
"850",5,7,14,"","PIEN",NA,1,"-",6.7
"851",5,8,1,"","PIEN",NA,1,"-",17.3
"852",5,8,2,"","PIEN",NA,1,"-",22.2
"853",5,8,3,"","PIEN",NA,1,"-",26.9
"854",5,8,4,"","PIEN",NA,1,"-",8
"855",5,8,5,"","PIEN",NA,1,"-",12
"856",5,8,11,"","PIEN",NA,1,"-",8.1
"857",5,8,12,"","PIEN",NA,1,"-",14.1
"858",5,9,1,"","PIEN",NA,1,"-",11.9
"859",5,9,2,"","PIEN",NA,1,"-",25.7
"860",5,9,3,"","PIEN",NA,1,"-",23
"861",5,9,4,"","PIEN",NA,1,"-",20
"862",5,9,5,"","PIEN",NA,1,"-",10.3
"863",5,9,6,"","PIEN",NA,1,"-",12.9
"864",5,9,7,"","PIEN",NA,1,"-",12.5
"865",5,9,8,"","PIEN",NA,1,"-",30.1
"866",5,9,9,"","PIEN",NA,1,"-",18.7
"867",5,9,10,"","PIEN",NA,1,"-",14.2
"868",5,9,12,"","PIEN",NA,1,"-",14.2
"869",5,9,13,"","PIEN",NA,1,"-",8.7
"870",5,9,14,"","PIEN",NA,1,"-",15
"871",5,9,15,"","PIEN",NA,1,"-",19.3
"872",5,9,17,"","PIEN",NA,1,"-",5.7
"873",1,7,23,"No","ABBI",NA,2,"4",6.3
"874",1,14,2,"No","ABBI",NA,2,"3",9.2
"875",1,14,12,"No","ABBI",NA,2,"5",21.8
"876",1,14,19,"No","ABBI",NA,2,"2",16.4
"877",1,15,34,"No","ABBI",NA,2,"1",32.6
"878",1,15,36,"No","ABBI",NA,2,"2",15.2
"879",1,15,37,"No","ABBI",NA,2,"2",18
"880",1,15,38,"No","ABBI",NA,2,"3",20.1
"881",1,15,40,"No","ABBI",NA,2,"2",6
"882",1,16,6,"No","PIEN",NA,2,"5",68.4
"883",1,17,8,"No","PIEN",NA,2,"2",14.7
"884",1,17,9,"No","PIEN",NA,2,"2",40.9
"885",1,17,13,"No","PIEN",NA,2,"2",5.4
"886",1,18,1,"no","PIEN",NA,2,"4",48.2
"887",1,18,3,"No","ABBI",NA,2,"2",56.9
"888",1,19,2,"No","ABBI",NA,2,"2",19.4
"889",1,19,4,"No","PIEN",NA,2,"2",60.3
"890",1,19,5,"No","ABBI",NA,2,"2",47.5
"891",1,19,9,"No","ABBI",NA,2,"2",17.4
"892",2,10,5,"No","PIEN",NA,2,"5",20.4
"893",2,11,5,"No","PIEN",NA,2,"-",25.9
"894",2,14,8,"No","ABBI",NA,2,"1",10.1
"895",2,15,3,"No","ABBI",NA,2,"3",30.5
"896",2,15,6,"No","ABBI",NA,2,"2",30.1
"897",2,15,7,"No","ABBI",NA,2,"2",16.3
"898",2,15,8,"No","ABBI",NA,2,"3",10.6
"899",2,17,5,"no","ABBI",NA,2,"2",14.7
"900",3,3,23,"No","ABBI",NA,2,"2",6.1
"901",3,3,24,"No","ABBI",NA,2,"1",6.5
"902",5,1,25,"","ABBI",NA,2,"2",7.8
"903",5,6,24,"","PIEN",NA,2,"2",28.6
"904",1,16,5,"No","PIEN",NA,3,"5",66.5
"905",2,17,3,"No","ABBI",NA,3,"4",19.6
"906",3,5,6,"No","PIEN",NA,3,"2",21.4
"907",4,11,7,"No","PIEN",NA,3,"5",12
"908",5,2,9,"","ABBI",NA,3,"-",12
"909",5,6,3,"","PIEN",NA,3,"5",10
"910",1,5,1,"No","ABBI",NA,6,"2",12
"911",1,5,2,"No","ABBI",NA,6,"5",12.5
"912",1,5,3,"No","ABBI",NA,6,"4",22
"913",1,7,14,"No","ABBI",NA,6,"2",8
"914",1,7,27,"No","ABBI",NA,6,"3",10
"915",1,7,28,"No","ABBI",NA,6,"3",7
"916",1,7,29,"No","ABBI",NA,6,"3",5
"917",1,16,3,"No","ABBI",NA,6,"2",14
"918",1,17,21,"No","ABBI",NA,6,"4",12.9
"919",1,18,8,"No","ABBI",NA,6,"5",32.6
"920",1,19,7,"No","ABBI",NA,6,"4",39.3
"921",1,19,10,"No","ABBI",NA,6,"7",28
"922",1,19,11,"No","PIEN",NA,6,"5",38
"923",1,20,10,"No","ABBI",NA,6,"2",22
"924",2,8,4,"No","ABBI",NA,6,"5",15
"925",2,10,3,"No","ABBI",NA,6,"7",15
"926",2,13,2,"No","ABBI",NA,6,"5",12
"927",2,15,4,"No","ABBI",NA,6,"3",23.8
"928",2,15,5,"No","ABBI",NA,6,"6",30
"929",2,15,11,"No","ABBI",NA,6,"3",13
"930",2,15,14,"No","ABBI",NA,6,"5",11
"931",2,22,3,"No","ABBI",NA,6,"5",20.4
"932",3,1,7,"No","ABBI",NA,6,"5",14.9
"933",3,1,20,"No","PIEN",NA,6,"5",13
"934",3,1,21,"No","PIEN",NA,6,"5",31
"935",3,1,22,"No","PIEN",NA,6,"5",17
"936",3,2,21,"No","PIEN",NA,6,"6",11.2
"937",3,2,22,"No","ABBI",NA,6,"5",20
"938",3,3,22,"No","PIEN",NA,6,"4",15
"939",3,3,25,"No","ABBI",NA,6,"4",11.5
"940",3,3,28,"No","ABBI",NA,6,"2",14.5
"941",3,3,29,"No","ABBI",NA,6,"2",15
"942",3,5,18,"No","PIEN",NA,6,"4",6.7
"943",3,9,15,"No","PIEN",NA,6,"3",6.4
"944",3,9,21,"No","PIEN",NA,6,"4",17.1
"945",4,1,3,"No","PIEN",NA,6,"6",12
"946",4,4,2,"No","PIEN",NA,6,"7",9
"947",4,4,3,"No","PIEN",NA,6,"7",12
"948",4,7,15,"No","PIEN",NA,6,"7",25
"949",4,7,16,"No","PIEN",NA,6,"7",15
"950",4,8,10,"No","PIEN",NA,6,"7",25
"951",4,8,12,"No","PIEN",NA,6,"6",22
"952",5,2,14,"","ABBI",NA,6,"6",20
"953",5,2,23,"","ABBI",NA,6,"6",15
"954",5,2,29,"","ABBI",NA,6,"6",12
"955",5,6,11,"","PIEN",NA,6,"6",18.4
"956",5,6,18,"","PIEN",NA,6,"6",25
"957",5,7,6,"","PIEN",NA,6,"2",30
"958",5,8,6,"","PIEN",NA,6,"6",15
"959",5,8,7,"","PIEN",NA,6,"6",17
"960",5,8,8,"","PIEN",NA,6,"6",18
"961",5,8,9,"","PIEN",NA,6,"6",19.5
"962",5,8,10,"","PIEN",NA,6,"6",17.5
"963",5,9,11,"","PIEN",NA,6,"6",10
"964",5,9,16,"","PIEN",NA,6,"6",19
"965",5,1,27,"","ABBI",NA,NA,"-",NA
"966",5,1,27,"","ABBI",NA,NA,"-",NA
"967",5,1,27,"","ABBI",NA,NA,"-",NA
"968",1,20,10,"No","ABBI",113,6,"2",22
"969",1,20,8,"No","PIEN",143,6,"7",40
"970",1,19,7,"No","ABBI",142,6,"4",39.3
"971",1,19,10,"No","ABBI",123,6,"7",28
"972",1,19,5,"No","ABBI",156,2,"2",47.5
"973",1,19,4,"No","PIEN",178,2,"2",60.3
"974",1,19,2,"No","ABBI",108,2,"2",19.4
"975",1,19,9,"No","ABBI",105,2,"2",17.4
"976",1,19,11,"No","PIEN",140,6,"5",38
"977",1,18,8,"No","ABBI",131,6,"5",32.6
"978",1,18,3,"No","ABBI",172,2,"2",56.9
"979",1,18,1,"no","PIEN",157,2,"4",48.2
"980",1,17,9,"No","PIEN",145,2,"2",40.9
"981",1,17,21,"No","ABBI",97,6,"4",12.9
"982",1,17,8,"No","PIEN",100,2,"2",14.7
"983",1,17,13,"No","PIEN",85,2,"2",5.4
"984",1,16,5,"No","PIEN",188,3,"5",66.5
"985",1,16,6,"No","PIEN",191,2,"5",68.4
"986",1,16,3,"No","ABBI",99,6,"2",14
"987",1,16,4,"No","PIEN",177,6,"7",60
"988",1,15,34,"No","ABBI",131,2,"1",32.6
"989",1,15,38,"No","ABBI",110,2,"3",20.1
"990",1,15,37,"No","ABBI",106,2,"2",18
"991",1,15,36,"No","ABBI",101,2,"2",15.2
"992",1,15,40,"No","ABBI",86,2,"2",6
"993",1,14,12,"No","ABBI",112,2,"5",21.8
"994",1,14,19,"No","ABBI",103,2,"2",16.4
"995",1,14,2,"No","ABBI",91,2,"3",9.2
"996",1,14,52,"No","PIEN",152,6,"7",45
"997",1,14,43,"No","PIEN",109,6,"7",20
"998",1,7,27,"No","ABBI",92,6,"3",10
"999",1,7,14,"No","ABBI",89,6,"2",8
"1000",1,7,28,"No","ABBI",87,6,"3",7
"1001",1,7,29,"No","ABBI",84,6,"3",5
"1002",1,7,23,"No","ABBI",86,2,"4",6.3
"1003",1,5,3,"No","ABBI",113,6,"4",22
"1004",1,5,2,"No","ABBI",97,6,"5",12.5
"1005",1,5,1,"No","ABBI",96,6,"2",12
"1006",2,22,3,"No","ABBI",110,6,"5",20.4
"1007",2,20,1,"No","PIEN",177,6,"-",60
"1008",2,17,3,"No","ABBI",109,3,"4",19.6
"1009",2,17,5,"no","ABBI",100,2,"2",14.7
"1010",2,15,5,"No","ABBI",126,6,"6",30
"1011",2,15,4,"No","ABBI",116,6,"3",23.8
"1012",2,15,3,"No","ABBI",127,2,"3",30.5
"1013",2,15,6,"No","ABBI",126,2,"2",30.1
"1014",2,15,11,"No","ABBI",98,6,"3",13
"1015",2,15,14,"No","ABBI",94,6,"5",11
"1016",2,15,7,"No","ABBI",103,2,"2",16.3
"1017",2,15,8,"No","ABBI",93,2,"3",10.6
"1018",2,14,8,"No","ABBI",93,2,"1",10.1
"1019",2,13,2,"No","ABBI",96,6,"5",12
"1020",2,11,5,"No","PIEN",119,2,"5",25.9
"1021",2,10,3,"No","ABBI",101,6,"7",15
"1022",2,10,5,"No","PIEN",110,2,"5",20.4
"1023",2,8,4,"No","ABBI",101,6,"5",15
"1024",3,9,21,"No","PIEN",104,6,"4",17.1
"1025",3,9,15,"No","PIEN",86,6,"3",6.4
"1026",3,5,6,"No","PIEN",112,3,"2",21.4
"1027",3,5,11,"No","PIEN",106,6,"7",18
"1028",3,5,18,"No","PIEN",87,6,"4",6.7
"1029",3,3,29,"No","ABBI",101,6,"2",15
"1030",3,3,28,"No","ABBI",100,6,"2",14.5
"1031",3,3,25,"No","ABBI",95,6,"4",11.5
"1032",3,3,24,"No","ABBI",87,2,"1",6.5
"1033",3,3,23,"No","ABBI",86,2,"2",6.1
"1034",3,3,22,"No","PIEN",101,6,"4",15
"1035",3,2,22,"No","ABBI",109,6,"5",20
"1036",3,2,21,"No","PIEN",94,6,"6",11.2
"1037",3,1,7,"No","ABBI",101,6,"5",14.9
"1038",3,1,21,"No","PIEN",128,6,"5",31
"1039",3,1,22,"No","PIEN",104,6,"5",17
"1040",3,1,20,"No","PIEN",98,6,"5",13
"1041",4,11,7,"No","PIEN",96,3,"5",12
"1042",4,8,10,"No","PIEN",118,6,"7",25
"1043",4,8,12,"No","PIEN",113,6,"6",22
"1044",4,7,15,"No","PIEN",118,6,"7",25
"1045",4,7,16,"No","PIEN",101,6,"7",15
"1046",4,4,3,"No","PIEN",96,6,"7",12
"1047",4,4,2,"No","PIEN",91,6,"7",9
"1048",4,1,3,"No","PIEN",96,6,"6",12
"1049",5,9,16,"","PIEN",108,6,"6",19
"1050",5,9,11,"","PIEN",92,6,"6",10
"1051",5,8,9,"","PIEN",109,6,"6",19.5
"1052",5,8,8,"","PIEN",106,6,"6",18
"1053",5,8,10,"","PIEN",105,6,"6",17.5
"1054",5,8,7,"","PIEN",104,6,"6",17
"1055",5,8,6,"","PIEN",101,6,"6",15
"1056",5,7,6,"","PIEN",126,6,"2",30
"1057",5,6,24,"","PIEN",124,2,"2",28.6
"1058",5,6,3,"","PIEN",92,3,"5",10
"1059",5,6,18,"","PIEN",118,6,"6",25
"1060",5,6,11,"","PIEN",107,6,"6",18.4
"1061",5,2,14,"","ABBI",109,6,"6",20
"1062",5,2,23,"","ABBI",101,6,"6",15
"1063",5,2,29,"","ABBI",96,6,"6",12
"1064",5,2,9,"","ABBI",96,3,"3",12
"1065",5,1,25,"","ABBI",89,2,"2",7.8
"1066",5,1,3,"","PIEN",101,6,"6",15
